3/14/2024, 9:26 PM								
User Name								
Experimental Description								
Header A (units)	Header B (u)	Header C (u)	Header D (u)					
0.141186	113.000000	44.699953	68.062448	113.000000	0.250000	1.000000	511.500000	0.000000
0.141686	113.000000	44.937552	67.824964	113.000000	0.250000	1.000000	511.500000	0.000000
0.142186	113.000000	45.175036	67.587757	113.000000	0.250000	1.000000	511.500000	0.000000
0.142686	113.000000	45.412243	67.350236	113.000000	0.250000	1.000000	511.500000	0.000000
0.143186	113.000000	45.649764	67.111907	113.000000	0.250000	1.000000	511.500000	0.000000
0.143686	113.000000	45.888093	66.873096	113.000000	0.250000	1.000000	511.500000	0.000000
0.144186	113.000000	46.126904	66.634443	113.000000	0.250000	1.000000	511.500000	0.000000
0.144686	113.000000	46.365557	66.396121	113.000000	0.250000	1.000000	511.500000	0.000000
0.145186	113.000000	46.603879	66.157906	113.000000	0.250000	1.000000	511.500000	0.000000
0.145687	113.000000	46.842094	65.919973	113.000000	0.250000	1.000000	511.500000	0.000000
0.146187	113.000000	47.080027	65.682462	113.000000	0.250000	1.000000	511.500000	0.000000
0.146687	113.000000	47.317538	65.445125	113.000000	0.250000	1.000000	511.500000	0.000000
0.147187	113.000000	47.554875	65.207749	113.000000	0.250000	1.000000	511.500000	0.000000
0.147687	113.000000	47.792251	64.970158	113.000000	0.250000	1.000000	511.500000	0.000000
0.148187	113.000000	48.029842	64.732208	113.000000	0.250000	1.000000	511.500000	0.000000
0.148687	113.000000	48.267792	64.493781	113.000000	0.250000	1.000000	511.500000	0.000000
0.149187	113.000000	48.506219	64.255150	113.000000	0.250000	1.000000	511.500000	0.000000
0.149687	113.000000	48.744850	64.016547	113.000000	0.250000	1.000000	511.500000	0.000000
0.150187	113.000000	48.983453	63.777801	113.000000	0.250000	1.000000	511.500000	0.000000
0.150687	113.000000	49.222199	63.538772	113.000000	0.250000	1.000000	511.500000	0.000000
0.151187	113.000000	49.461228	63.299348	113.000000	0.250000	1.000000	511.500000	0.000000
0.151687	113.000000	49.700652	63.059801	113.000000	0.250000	1.000000	511.500000	0.000000
0.152187	113.000000	49.940199	62.820364	113.000000	0.250000	1.000000	511.500000	0.000000
0.152687	113.000000	50.179636	62.580864	113.000000	0.250000	1.000000	511.500000	0.000000
0.153188	113.000000	50.419136	62.341522	113.000000	0.250000	1.000000	511.500000	0.000000
0.153688	113.000000	50.658478	62.102520	113.000000	0.250000	1.000000	511.500000	0.000000
0.154188	113.000000	50.897480	61.863644	113.000000	0.250000	1.000000	511.500000	0.000000
0.154688	113.000000	51.136356	61.624711	113.000000	0.250000	1.000000	511.500000	0.000000
0.155188	113.000000	51.375289	61.385571	113.000000	0.250000	1.000000	511.500000	0.000000
0.155688	113.000000	51.614429	61.146463	113.000000	0.250000	1.000000	511.500000	0.000000
0.156188	113.000000	51.853537	60.907585	113.000000	0.250000	1.000000	511.500000	0.000000
